,old_index,sf,longitude,latitude,mean_hood_ppsf
100,123,1880,-122.50771,37.764046,672.7272727272727
101,124,1640,-122.50769,37.755108,720.7661290322582
102,125,1290,-122.50766000000002,37.754585,850.6066734074823
103,126,2225,-122.50765,37.754364,724.9922982131854
104,127,1594,-122.50763,37.75417,878.2742681047766
105,128,1430,-122.50763,37.77905,1011.1085921559738
106,129,1125,-122.50761999999999,37.75411,906.463642013673
107,130,1289,-122.50761399999999,37.74672,893.2171070552982
108,131,1120,-122.50761399999999,37.753788,1017.1179582944288
109,133,1475,-122.50761000000001,37.753659999999996,763.8112279132185
110,135,1289,-122.5076,37.746593,893.2171070552982
111,136,1280,-122.50759,37.74653,893.2171070552982
112,137,800,-122.50758,37.753468,1262.165716790881
113,138,1365,-122.50758,37.78073,994.7447447447447
114,139,1049,-122.507576,37.753212,1043.84
115,140,1720,-122.507576,37.753212,804.9261083743843
116,141,1228,-122.50757,37.753147,866.8500687757908
117,142,1750,-122.5075,37.780735,935.522689768977
118,143,1750,-122.5075,37.780735,935.522689768977
119,144,1275,-122.507484,37.779045,977.3917838433969
120,146,1713,-122.50747,37.77713,949.8170828378913
121,147,1647,-122.50745400000001,37.751472,829.5855379188712
122,148,1000,-122.50743999999999,37.751217,1036.055469953775
123,149,1000,-122.50743999999999,37.75128,1036.055469953775
124,150,1450,-122.50743999999999,37.75128,852.8473804100229
125,151,800,-122.50743,37.75128,1262.165716790881
126,152,800,-122.50743,37.751346999999996,1262.165716790881
127,154,800,-122.50742,37.751217,1262.165716790881
128,156,1429,-122.50738999999999,37.776188,1083.75
129,158,995,-122.50738500000001,37.750473,1038.8443017656502
130,159,1130,-122.50738,37.750409999999995,1075.9453447727997
131,160,1152,-122.50737,37.750217,1043.84
132,161,800,-122.50737,37.75028,1262.165716790881
133,162,1148,-122.50737,37.75028,1043.84
134,163,1275,-122.50736,37.762234,910.981697171381
135,164,1429,-122.50735,37.749897,720.5461352125083
136,165,1701,-122.50733999999999,37.749767,698.1848881384551
137,166,1192,-122.50733999999999,37.749832,907.4435461388347
138,167,1085,-122.50733000000001,37.77619,1104.3219076005962
139,168,1150,-122.507324,37.7498,1043.84
140,169,1362,-122.50731999999999,37.758488,797.1922787666082
141,170,1130,-122.5073,37.74948,1035.0309096261408
142,171,1200,-122.50726,37.77527,1050.8385744234802
143,172,2200,-122.50726,37.77527,760.2201257861635
144,173,1517,-122.50725600000001,37.748543,826.6172947070355
145,175,1040,-122.50725,37.763763,888.3076923076924
146,176,1250,-122.50724,37.748512,937.6982982405538
147,177,1144,-122.50723,37.748222,937.6982982405538
148,178,1965,-122.50723,37.778908,804.6204620462046
149,179,1499,-122.507225,37.77881,1011.1085921559738
150,180,1940,-122.50721999999999,37.748257,699.0011850347046
151,181,1036,-122.50721000000001,37.748127000000004,1071.7119316447972
152,182,1608,-122.50721000000001,37.780758,935.522689768977
153,183,2749,-122.50718,37.77714,663.7223974763407
154,186,1305,-122.50717,37.747616,922.2754153759504
155,187,3280,-122.50716399999999,37.778217,683.0856026906802
156,189,1186,-122.50715,37.762572999999996,902.2662889518414
157,190,1675,-122.50715,37.777756,949.8170828378913
158,191,830,-122.50715,37.77802,1156.3504823151125
159,192,1841,-122.50713,37.777756,949.8170828378913
160,193,1310,-122.50713,37.777824,1004.6220772158782
161,194,1750,-122.507126,37.777493,949.8170828378913
162,196,2000,-122.50712,37.775271999999994,760.2201257861635
163,197,1325,-122.50711000000001,37.746708,893.2171070552982
164,198,862,-122.50708,37.761482,1220.7407407407409
165,199,2046,-122.50707,37.761486,722.6045526733722
166,200,1140,-122.507065,37.77662,1070.8988430732718
167,201,1140,-122.507065,37.776653,1070.8988430732718
168,205,1443,-122.50705,37.77667,1010.5686850429282
169,207,1350,-122.50701000000001,37.776127,1083.75
170,208,1195,-122.507,37.745166999999995,934.1736694677871
171,209,1000,-122.507,37.758503000000005,898.5507246376811
172,211,2300,-122.50696599999999,37.74459,736.7701463728486
173,212,1325,-122.50695,37.759815,809.4879518072289
174,213,1325,-122.50695,37.759815,809.4879518072289
175,214,1484,-122.50693999999999,37.744274,819.327731092437
176,216,2267,-122.50693500000001,37.744209999999995,736.7701463728486
177,217,1825,-122.50693500000001,37.774902000000004,870.6499496475328
178,218,1308,-122.50693000000001,37.7593,855.068493150685
179,220,1800,-122.50691,37.74389,739.3715341959335
180,221,670,-122.50691,37.754776,1300.0
181,223,1276,-122.50688000000001,37.779953000000006,977.3917838433969
182,224,1276,-122.50688000000001,37.779953000000006,977.3917838433969
183,225,995,-122.506874,37.74329,996.1190168175937
184,226,1550,-122.506874,37.77407,937.3653414882772
185,227,1012,-122.50686,37.74297,1015.4489861602832
186,231,950,-122.506836,37.75795,954.0343915343915
187,232,726,-122.50681000000002,37.757659999999994,1197.0227670753065
188,234,975,-122.5068,37.757435,964.4588045234248
189,236,1000,-122.5068,37.77995,973.39593114241
190,239,950,-122.50678,37.75718,926.1722647156635
191,240,1200,-122.50678,37.772842,991.5611814345991
192,241,2050,-122.50678,37.772842,770.5069124423964
193,243,1180,-122.506775,37.772717,991.5611814345991
194,244,1600,-122.506775,37.772717,937.3653414882772
195,245,1365,-122.506775,37.772907000000004,950.5048017729623
196,246,1033,-122.50676000000001,37.757053000000006,915.4302670623147
197,247,1509,-122.50676000000001,37.772459999999995,878.2596218020024
198,248,1587,-122.50675,37.74041,805.8962771680654
199,249,1501,-122.50675,37.772396,890.96879875195
200,250,1420,-122.50674,37.772396,950.5048017729623
201,251,1277,-122.50672,37.749159999999996,937.6982982405538
202,253,1310,-122.50672,37.771946,991.5611814345991
203,254,1340,-122.50672,37.772009999999995,991.5611814345991
204,256,1185,-122.50671399999999,37.756209999999996,864.8272017837236
205,257,1454,-122.50671000000001,37.756145000000004,950.7628294036061
206,258,1403,-122.50671000000001,37.771755,950.5048017729623
207,259,850,-122.50668999999999,37.756084,1045.2173913043478
208,261,1140,-122.50668,37.75602,893.2692307692307
209,262,1528,-122.50666000000001,37.7557,950.7628294036061
210,263,1288,-122.50665,37.755573,852.6026026026027
211,267,1986,-122.50662,37.755127,822.5806451612902
212,269,1738,-122.506584,37.75435,716.4721637650659
213,270,2450,-122.50658,37.739124,558.3684950773558
214,271,1310,-122.50656000000001,37.751038,979.1783905458637
215,273,1408,-122.50656000000001,37.754220000000004,845.5672068636798
216,274,2402,-122.506546,37.753803000000005,724.9922982131854
217,275,1625,-122.50653999999999,37.738808,738.5251250815751
218,276,1238,-122.50653,37.753643,797.1922787666082
219,278,1988,-122.50651599999999,37.753452,830.6322350845949
220,279,1031,-122.50651,37.74917,993.0513595166165
221,280,2361,-122.50648000000001,37.738365,558.3684950773558
222,281,960,-122.50648000000001,37.777176000000004,1061.4258434118397
223,282,1544,-122.50647,37.779090000000004,935.260612244898
224,283,2364,-122.506454,37.758526,676.5297328353922
225,284,800,-122.50644,37.752354,1262.165716790881
226,285,1240,-122.50641999999999,37.77717,1032.8185328185327
227,286,1000,-122.50641,37.780933000000005,973.39593114241
228,287,1395,-122.50638000000001,37.749187,910.9605613355915
229,288,1395,-122.50638000000001,37.749187,910.9605613355915
230,289,1195,-122.50636999999999,37.745434,854.7486033519554
231,290,1362,-122.50636999999999,37.751265999999994,943.3106575963719
232,291,1214,-122.50636999999999,37.751328,974.6049661399549
233,292,2303,-122.50636000000002,37.77718,833.3582424151846
234,293,1012,-122.506355,37.747314,963.233148526408
235,296,1550,-122.506325,37.760403000000004,837.631755999103
236,297,1207,-122.50632,37.75049,963.1665750412313
237,298,1387,-122.50632,37.750744,893.2171070552982
238,299,1086,-122.5063,37.747307,949.2732126965292
239,300,1400,-122.506294,37.75036,896.0809102402022
240,301,995,-122.50628999999999,37.750042,1041.1877394636015
241,303,1640,-122.50625600000001,37.780445,869.385639370714
242,304,999,-122.50623999999999,37.736540000000005,998.4639016897081
243,305,1066,-122.50623,37.74953,1043.84
244,306,1138,-122.506226,37.745453000000005,854.7486033519554
245,307,1272,-122.50619499999999,37.74875,922.2754153759504
246,308,1900,-122.50619499999999,37.748943,719.4847856154911
247,309,1328,-122.50618999999999,37.775314,1025.0371839365393
248,310,1521,-122.50618,37.748492999999996,826.6172947070355
249,311,1403,-122.50618,37.748558,971.754340502721
250,312,1000,-122.50618,37.748753,1035.1707811971594
251,313,1938,-122.50617,37.73597,753.5387177352205
252,314,1272,-122.50617,37.74843,922.2754153759504
253,316,1882,-122.506165,37.735904999999995,778.7509520182787
254,317,1200,-122.50615,37.763706,879.9652073064656
255,318,3775,-122.50615,37.778828000000004,965.4395842355998
256,319,1312,-122.506134,37.763515000000005,889.3617021276596
257,320,1100,-122.50613,37.747757,989.8904802021904
258,321,1400,-122.50613,37.778729999999996,994.7447447447447
259,322,1350,-122.50612,37.747659999999996,918.1969949916528
260,324,1000,-122.5061,37.747659999999996,1010.9606705351387
261,325,1374,-122.506096,37.7475,958.706873132301
262,326,3600,-122.506096,37.77807,884.1095890410959
263,327,2300,-122.506096,37.7783,806.1836640516843
264,328,2300,-122.506096,37.7783,806.1836640516843
265,329,2090,-122.50608000000001,37.77807,806.1836640516843
266,330,925,-122.50606499999999,37.762465999999996,936.8067226890756
267,331,2200,-122.50606499999999,37.77774,806.1836640516843
268,334,1529,-122.50605,37.746883000000004,769.488496761224
269,335,1405,-122.50605,37.74695,913.9929900242654
270,336,2450,-122.50605,37.777508000000005,833.3582424151846
271,337,1250,-122.50603999999998,37.746758,958.706873132301
272,338,1250,-122.50603999999998,37.74682,958.706873132301
273,339,1056,-122.50603000000001,37.761944,888.3076923076924
274,340,1056,-122.50603000000001,37.761944,888.3076923076924
275,341,1187,-122.50601999999999,37.746246,889.505830094392
276,342,1180,-122.50601999999999,37.746307,889.505830094392
277,343,2067,-122.50601,37.746179999999995,657.8423871461362
278,344,1325,-122.506004,37.746246,889.505830094392
279,345,1169,-122.506,37.761276,898.8112496375761
280,346,1290,-122.506,37.776817,1032.8185328185327
281,347,1290,-122.506,37.776817,1032.8185328185327
282,349,1534,-122.50599,37.74599,753.0293016082837
283,350,1243,-122.50599,37.761402000000004,889.3617021276596
284,352,718,-122.50598000000001,37.761340000000004,1164.1271223334786
285,353,1950,-122.505974,37.77158,799.5125913891146
286,354,1700,-122.50596999999999,37.76105,774.634694642188
287,356,1200,-122.50596000000002,37.7764,1075.4613054255028
288,357,1277,-122.50596000000002,37.7764,1075.4613054255028
289,358,2393,-122.50595,37.735577,558.3684950773558
290,359,850,-122.50595,37.754807,1045.2173913043478
291,361,850,-122.50595,37.754818,1045.2173913043478
292,362,1483,-122.50595,37.754818,842.5636444841447
293,365,1195,-122.50594,37.745148,852.5033829499323
294,366,1195,-122.50594,37.745148,852.5033829499323
295,367,1468,-122.505936,37.745020000000004,770.9616295594506
296,368,1195,-122.505936,37.745087,852.5033829499323
297,369,1324,-122.505936,37.756687,883.5954001408121
298,370,1112,-122.50593,37.745182,881.7396484956806
299,371,1189,-122.50591999999999,37.745020000000004,852.5033829499323
300,372,2115,-122.50591000000001,37.744896000000004,697.0918286707761
301,373,2065,-122.50591000000001,37.775665000000004,769.1472868217055
302,374,1577,-122.50591000000001,37.775795,895.2737872163231
303,375,1307,-122.50591000000001,37.775856,1025.0371839365393
304,377,2110,-122.50591000000001,37.775856,798.6567164179104
305,378,1162,-122.505905,37.74483,934.1736694677871
306,382,850,-122.5059,37.75482,1045.2173913043478
307,383,1125,-122.5059,37.76005,851.2592592592592
308,384,684,-122.50589,37.759827,1264.2823966558292
309,386,1030,-122.50588,37.759859999999996,898.5507246376811
310,389,1195,-122.505875,37.759605,876.708657196462
311,390,1045,-122.505875,37.75973,898.5507246376811
312,392,1436,-122.50587,37.744064,884.0937114673243
313,393,2193,-122.50587,37.74413,697.0918286707761
314,394,2190,-122.50587,37.74413,697.0918286707761
315,396,1290,-122.50586000000001,37.759605,876.708657196462
316,397,1794,-122.50585,37.774757,809.8525844373951
317,398,1200,-122.505844,37.75935,876.708657196462
318,399,850,-122.50583999999999,37.754814,1045.2173913043478
319,400,1030,-122.50583999999999,37.75922,898.5507246376811
320,402,2125,-122.50583,37.7745,769.1472868217055
321,403,1250,-122.50583,37.77463,983.0065359477123
322,404,1030,-122.50581000000001,37.7589,882.642089093702
323,405,995,-122.505806,37.743286,996.1190168175937
324,407,1725,-122.5058,37.74309,735.9038142620232
325,408,1400,-122.5058,37.743156,886.5853658536586
326,409,975,-122.5058,37.77431,1061.4258434118397
327,410,1575,-122.50578999999999,37.773990000000005,895.2737872163231
328,411,1826,-122.50578999999999,37.77418,870.6499496475328
329,412,1624,-122.50578,37.737995,738.5251250815751
330,413,850,-122.50578,37.754814,1045.2173913043478
331,414,1860,-122.505775,37.773926,849.9867777576526
332,415,850,-122.50577,37.752953000000005,1045.2173913043478
333,416,2021,-122.50576000000001,37.742836,707.1755585955312
334,417,1025,-122.50574499999999,37.742577000000004,932.7325394271
335,419,1175,-122.50573,37.773106,916.8388429752065
336,421,1000,-122.50571000000001,37.757225,898.4615384615386
337,423,1151,-122.50567,37.741279999999996,917.0182841068918
338,424,1125,-122.50567,37.741344,889.9408284023667
339,425,1470,-122.50567,37.77228,890.96879875195
340,426,1971,-122.50567,37.772346,806.4303380049463
341,427,914,-122.50566,37.741344,1106.082548877625
342,428,1011,-122.50565,37.73705,1036.2296591955787
343,429,1427,-122.50565,37.73705,827.8548819089359
344,430,1200,-122.50565,37.74109,917.0182841068918
345,431,1550,-122.50565,37.741283,810.8417200365966
346,432,3360,-122.505646,37.740963,644.0989094050318
347,433,898,-122.505646,37.741153999999995,1106.082548877625
348,434,1000,-122.505646,37.74122,1042.2893481717012
349,435,1950,-122.50563999999999,37.7409,691.9379321976725
350,436,1391,-122.50563999999999,37.75645,883.5954001408121
351,437,2994,-122.50563000000001,37.75626,629.1352954597307
352,438,2994,-122.50563000000001,37.75626,629.1352954597307
353,439,2994,-122.50563000000001,37.75626,629.1352954597307
354,440,900,-122.50563000000001,37.75632,1077.4774774774774
355,441,1460,-122.50563000000001,37.75632,831.6878232251997
356,442,1162,-122.50562,37.740837,929.7520661157025
357,443,1125,-122.50561499999999,37.740707,978.2907392140698
358,445,800,-122.50561,37.73706,1188.3239171374767
359,447,1842,-122.5056,37.755684,813.6407300672431
360,448,759,-122.50556999999999,37.75543,1197.0227670753065
361,449,920,-122.505554,37.737064000000004,1082.4083417423478
362,450,1414,-122.50555,37.73955,910.9806798728296
363,451,878,-122.50554,37.739426,1134.3333333333333
364,452,878,-122.50554,37.73949,1134.3333333333333
365,454,850,-122.50551599999999,37.754523999999996,1045.2173913043478
366,455,1198,-122.50551000000002,37.749214,922.2754153759504
367,456,850,-122.50551000000002,37.754329999999996,1045.2173913043478
368,457,850,-122.5055,37.754204,1045.2173913043478
369,458,1014,-122.50549,37.738853000000006,1036.2296591955787
370,459,850,-122.50549,37.75414,1045.2173913043478
371,460,878,-122.505486,37.738724,1045.9149223497636
372,461,1001,-122.505486,37.73892,1036.2296591955787
373,463,1635,-122.505486,37.754204,826.3157894736842
374,464,1217,-122.50548,37.753944,800.5668642102551
375,465,3133,-122.50546999999999,37.738728,588.9653616157057
376,466,956,-122.50546999999999,37.749226,964.6827992151733
377,467,950,-122.50546999999999,37.75401,947.7884935151313
378,468,1022,-122.50546000000001,37.738407,1036.2296591955787
379,471,878,-122.505455,37.738341999999996,1045.9149223497636
380,472,1130,-122.505455,37.753628000000006,866.7692307692308
381,473,903,-122.50545,37.738341999999996,1045.9149223497636
382,474,1600,-122.50545,37.738341999999996,738.5251250815751
383,475,850,-122.50545,37.753433,1045.2173913043478
384,476,970,-122.50544,37.77721,1061.4258434118397
385,477,1862,-122.50543,37.753468,789.9558710667691
386,479,1200,-122.50542,37.73793,908.8412959912135
387,480,960,-122.5054,37.737567999999996,1031.281533804238
388,481,1133,-122.505394,37.73744,854.6089760816985
389,482,1209,-122.50538,37.747355999999996,958.706873132301
390,483,1586,-122.50538,37.747355999999996,779.1648730090401
391,484,1419,-122.50535,37.752014,892.1886698278014
392,485,1356,-122.50535,37.76231,870.8496732026143
393,486,1356,-122.50535,37.76231,870.8496732026143
394,487,1053,-122.50533999999999,37.75208,977.6601998824221
395,489,1546,-122.505325,37.736668,859.6491228070175
396,491,974,-122.50526,37.750946,1062.2858922454066
397,492,800,-122.50525,37.750786,1249.8001598721023
398,493,800,-122.50525,37.750786,1249.8001598721023
399,494,2020,-122.50525,37.77536,769.1472868217055
400,495,835,-122.50523000000001,37.75034,1224.9362012395188
401,496,1257,-122.50523000000001,37.750595000000004,963.1665750412313
402,497,1870,-122.50522600000001,37.78094,787.7356450410141
403,498,1870,-122.50522600000001,37.78094,787.7356450410141
404,499,1184,-122.5052,37.749893,965.675057208238
405,500,969,-122.50516999999999,37.74951,1059.941041598428
406,501,1300,-122.50513500000001,37.74899,922.2754153759504
407,502,1214,-122.50511000000002,37.748863,922.2754153759504
408,503,1310,-122.505104,37.779278000000005,1006.7637877211239
409,504,1310,-122.505104,37.779278000000005,1006.7637877211239
410,506,1000,-122.50509,37.763653000000005,908.5798816568047
411,508,1129,-122.50509,37.779270000000004,1115.8059467918622
412,509,1214,-122.50506999999999,37.74835,963.1665750412313
413,511,1408,-122.50505,37.763176,870.8496732026143
414,512,1634,-122.50504,37.747707,741.769987174006
415,514,1290,-122.50504,37.77838,1032.8185328185327
416,516,1185,-122.50503,37.747646,889.8573692551505
417,517,1185,-122.50503,37.74771,889.8573692551505
418,518,1185,-122.50502,37.74758,889.8573692551505
419,519,1465,-122.50502,37.762894,870.8496732026143
420,520,1465,-122.50502,37.77812,1033.8659670880038
421,521,1975,-122.50502,37.77825,835.5316723660641
422,522,1370,-122.50500500000001,37.773487,881.4296063752718
423,524,1290,-122.50500500000001,37.77792,1032.8185328185327
424,526,1292,-122.505,37.746994,958.706873132301
425,527,1537,-122.505,37.762608,745.8937198067633
426,528,1294,-122.50498999999999,37.74693,958.706873132301
427,530,950,-122.50498,37.777725,1095.114849563248
428,531,1566,-122.504974,37.746933,779.1648730090401
429,532,1566,-122.504974,37.746933,779.1648730090401
430,533,1290,-122.504974,37.77746,1032.8185328185327
431,537,1100,-122.50496000000001,37.762024,858.8571428571428
432,538,1100,-122.50495,37.74642,949.2732126965292
433,539,1863,-122.50495,37.761959999999995,672.7272727272727
434,540,1200,-122.504944,37.74642,913.9929900242654
435,541,1822,-122.504944,37.74642,677.8172304242197
436,542,1700,-122.50493999999999,37.758590000000005,783.1566313262653
437,545,975,-122.504906,37.761227000000005,936.8067226890756
438,547,1295,-122.504906,37.776740000000004,1088.1801125703564
439,548,3028,-122.5049,37.745779999999996,541.6666666666667
440,550,1771,-122.50488999999999,37.761005,774.634694642188
441,551,1240,-122.50488,37.758595,928.169014084507
442,552,836,-122.504875,37.76078,1180.8
443,554,1656,-122.504875,37.77626,978.7277561873593
444,555,1000,-122.50487,37.739887,1055.36
445,556,1808,-122.50487,37.775999999999996,773.283480625425
446,557,1688,-122.50484499999999,37.744877,750.2665813606313
447,558,2440,-122.50482,37.744686,705.4816575077974
448,559,1100,-122.5048,37.759586,832.0
449,560,1013,-122.5048,37.75978,878.0718336483932
450,561,1956,-122.5048,37.775063,805.3288925895088
451,562,1449,-122.50478000000001,37.75486,829.5855379188712
452,563,1125,-122.50478000000001,37.759586,832.0
453,564,1125,-122.50478000000001,37.759586,832.0
454,565,1175,-122.50478000000001,37.775,983.0065359477123
455,567,1775,-122.504776,37.7592,686.4014801110084
456,568,1332,-122.504776,37.759396,918.3413889595523
457,569,1858,-122.504776,37.774741999999996,849.2541659036807
458,570,1150,-122.50477,37.74392,985.8433734939758
459,571,1274,-122.50476,37.739902,887.2901678657074
460,574,1400,-122.50476,37.77471,983.0065359477123
461,575,2400,-122.50476,37.77471,718.8940092165898
462,576,1360,-122.50475,37.774390000000004,881.4296063752718
463,577,800,-122.50473999999998,37.738040000000005,1188.3239171374767
464,578,1250,-122.50473999999998,37.758884,928.169014084507
465,579,1600,-122.50473999999998,37.77442,895.2737872163231
466,580,1012,-122.50473000000001,37.743202000000004,1015.4489861602832
467,581,1250,-122.50471999999999,37.743332,961.2903225806451
468,584,1525,-122.50471499999999,37.74301,798.3467478790516
469,585,1045,-122.50471,37.743140000000004,932.7325394271
470,587,1366,-122.5047,37.7582,1011.8238993710693
471,588,1128,-122.5047,37.773846,981.030577576444
472,589,1175,-122.50469,37.74288,938.8732394366198
473,590,1011,-122.50469,37.751125,982.9372333942717
474,591,1100,-122.50469,37.75801,858.8571428571428
475,593,1000,-122.50468000000001,37.757977000000004,908.5798816568047
476,594,1750,-122.50468000000001,37.757977000000004,701.230883998508
477,595,1400,-122.50468000000001,37.75804,1011.8238993710693
478,596,1330,-122.50468000000001,37.75804,1011.8238993710693
479,598,1300,-122.50466000000002,37.742302,917.6470588235294
480,599,1162,-122.50466000000002,37.742496,965.8394160583941
481,602,1540,-122.504654,37.773067,884.4639380530972
482,603,1228,-122.504654,37.773196999999996,916.8388429752065
483,604,1180,-122.504654,37.773262,916.8388429752065
484,605,1075,-122.50465,37.757595,898.7889273356401
485,606,1370,-122.50464,37.757529999999996,1027.3170731707316
486,608,1125,-122.50463,37.757145,863.62371277484
487,609,1000,-122.50461999999999,37.757020000000004,962.9032258064517
488,610,1230,-122.50461999999999,37.77259,916.8388429752065
489,612,1000,-122.504616,37.756954,962.9032258064517
490,613,1185,-122.504616,37.772526,916.8388429752065
491,614,950,-122.5046,37.753006,947.7884935151313
492,616,1299,-122.504585,37.74114,929.7520661157025
493,617,1385,-122.504585,37.772076,867.6789587852495
494,618,1542,-122.504585,37.77227,918.9576955782313
495,619,2020,-122.50457,37.77195,753.8315689682414
496,620,1514,-122.50456000000001,37.741077000000004,898.2035928143712
497,621,1998,-122.50455500000001,37.740883000000004,736.7701463728486
498,622,950,-122.50455500000001,37.756306,926.1722647156635
499,623,1300,-122.50455,37.74082,929.7520661157025
500,624,1113,-122.50453999999999,37.740565999999994,945.0457951706911
501,625,1192,-122.50453,37.736176,738.6062533121357
502,627,1425,-122.5045,37.75535,835.3321033210332
503,628,1218,-122.5045,37.75554,841.9313850063531
